Fecha,Hora,Router,Area,Carga (Mbps),Descarga (Mbps),Calidad de conexión,Promedio (Mbps)
2023-11-30,11:00,1,Sala C,4.99,6.81,Media,5.9
2023-11-30,09:00,2,Sala D,9.66,7.87,Media,8.765
2023-11-30,11:00,2,Sala B,5.09,9.46,Buena,7.275
2023-11-30,09:00,3,Recepcion,9.83,5.37,Mala,7.6
2023-11-30,14:00,3,Sala de maestros,5.29,6.43,Media,5.859999999999999
2023-11-30,15:00,3,Sala E,5.16,9.36,Buena,7.26
2023-11-30,11:00,4,LE,6.4,5.14,Mala,5.77
2023-11-30,15:00,5,Sistematizacion,8.05,5.05,Mala,6.550000000000001
2023-11-30,12:00,5,CB,7.83,4.79,Mala,6.3100000000000005
2023-11-30,10:00,6,AULA 19,4.88,6.51,Media,5.695
2023-11-30,14:00,6,AULA 22,8.88,8.18,Buena,8.530000000000001
2023-11-30,13:00,6,AULA 23,7.26,7.09,Media,7.175
2023-11-30,13:00,6,AULA 20,9.39,9.88,Buena,9.635000000000002
2023-11-30,12:00,7,AULA 21,5.59,8.27,Buena,6.93
2023-11-30,11:00,7,AULA 17,5.95,6.35,Media,6.15
2023-11-30,10:00,7,AULA 18,6.95,8.45,Buena,7.699999999999999
2023-11-30,14:00,7,NEWTON,9.6,4.51,Mala,7.055
2023-11-30,12:00,8,CI,8.41,8.48,Buena,8.445
2023-11-30,15:00,9,JEFATURA,8.16,7.45,Media,7.805
2023-11-30,15:00,10,ASISTENTES,8.25,7.54,Media,7.895
2023-11-30,15:00,11,DIRECCION ACADEMICA,9.36,5.24,Mala,7.3
2023-11-30,16:00,12,CIIDE,7.89,9.5,Buena,8.695
2023-11-30,09:00,12,PEGA,6.78,9.57,Buena,8.175
2023-11-30,15:00,12,RECURSOS FINANCIEROS,6.58,8.72,Buena,7.65
2023-11-30,15:00,13,AULA 30,7.09,9.01,Buena,8.05
2023-11-30,09:00,13,AULA 31,9.02,8.13,Buena,8.575
2023-11-30,12:00,13,AULA 32,6.99,6.72,Media,6.855
2023-11-30,16:00,13,AULA 33,6.49,7.09,Media,6.79
2023-11-30,14:00,13,AULA 34,7.05,7.11,Media,7.08
2023-11-30,11:00,14,AULA 35,4.72,8.27,Buena,6.494999999999999
2023-11-30,14:00,14,AULA 36,4.91,4.76,Mala,4.835
2023-11-30,14:00,14,AULA 38,5.24,5.51,Mala,5.375
2023-11-30,11:00,14,AULA 39,9.86,8.56,Buena,9.21
2023-11-30,13:00,15,AULA 1,9.89,9.44,Buena,9.665
2023-11-30,16:00,15,AULA 2,8.58,9.54,Buena,9.059999999999999
2023-11-30,14:00,15,AULA 3,6.54,8.32,Buena,7.43
2023-11-30,13:00,15,Enfermeria,6.54,6.7,Media,6.62
2023-11-30,10:00,16,AULA 4,9.44,6.23,Media,7.835
2023-11-30,14:00,16,AULA 5,6.22,6.75,Media,6.484999999999999
2023-11-30,10:00,16,AULA 6,7.81,6.4,Media,7.105
2023-11-30,11:00,17,AULA 7,8.05,6.76,Media,7.405
2023-11-30,11:00,17,AULA 8,8.75,9.0,Buena,8.875
2023-11-30,16:00,17,AULA 9,5.92,9.95,Buena,7.935
2023-11-30,09:00,18,AULA 10,7.89,5.18,Mala,6.535
2023-11-30,14:00,18,AULA 11,7.21,5.74,Mala,6.475
2023-11-30,11:00,18,INGLES,8.76,9.28,Buena,9.02
2023-11-30,13:00,19,VINCULACION,5.87,8.85,Buena,7.359999999999999
2023-11-30,13:00,20,AULA 12,8.24,5.06,Mala,6.65
2023-11-30,12:00,20,AULA 13,7.94,7.22,Media,7.58
2023-11-30,13:00,21,AULA 14,6.14,9.03,Buena,7.584999999999999
2023-11-30,11:00,22,AULA 15,9.49,5.17,Mala,7.33
2023-11-30,14:00,23,AULA 16,8.69,4.89,Mala,6.789999999999999
2023-11-30,13:00,24,DIRECCION GENERAL,7.23,8.76,Buena,7.995
